compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,esri_score,hk_number_of_discharges,hk_excess_readmission_ratio,hk_predicted_readmission_rate,hk_expected_readmission_rate,hk_number_of_readmissions,cabg_number_of_discharges,cabg_excess_readmission_ratio,cabg_predicted_readmission_rate,cabg_expected_readmission_rate,cabg_number_of_readmissions,ami_number_of_discharges,ami_excess_readmission_ratio,ami_predicted_readmission_rate,ami_expected_readmission_rate,ami_number_of_readmissions,hf_number_of_discharges,hf_excess_readmission_ratio,hf_predicted_readmission_rate,hf_expected_readmission_rate,hf_number_of_readmissions,copd_number_of_discharges,copd_excess_readmission_ratio,copd_predicted_readmission_rate,copd_expected_readmission_rate,copd_number_of_readmissions,pn_number_of_discharges,pn_excess_readmission_ratio,pn_predicted_readmission_rate,pn_expected_readmission_rate,pn_number_of_readmissions,in_hrrp,hospital_county,hospital_lon,hospital_lat,hk_excess_readmission_ratio_median,cabg_excess_readmission_ratio_median,ami_excess_readmission_ratio_median,hf_excess_readmission_ratio_median,copd_excess_readmission_ratio_median,pn_excess_readmission_ratio_median
CHSP00001734,151318,Dukes Memorial Hospital,275 West 12th Street,Peru,IN,46970,1,HSI00000249,Community Health Systems,Franklin,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Miami,-86.08334,40.757216,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00005739,150076,St. Josephs Reg Med Center Plymout,1915 Lake Avenue,Plymouth,IN,46563,1,HSI00001106,Trinity Health,Livonia,MI,100.0,,,,,,,,,,,,,,,,139.0,0.9512,20.2988,21.3392,25.0,85.0,0.9719,18.1862,18.7112,13.0,208.0,0.9859,14.8851,15.0977,30.0,1,Marshall,-86.33141,41.335531,0.968,0.9726,0.9899,0.9894,0.9902,0.9923
CHSP00002970,151320,Jay County Hospital,500 West Votaw Street,Portland,IN,47371,1,HSI00000510,Indiana University Health,Indianapolis,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jay,-84.983519,40.439403,1.0567,1.0248,0.918,0.95615,0.96395,0.97155
CHSP00002201,151319,Gibson General Hospital,1808 Sherman Drive,Princeton,IN,47670,1,HSI00000305,Deaconess Health System,Evansville,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Gibson,-87.589979,38.360259,1.0972,,0.9908,1.0272,1.0371,1.0296
CHSP00002084,151324,Franciscan Health Rensselaer,1104 East Grace Street,Rensselaer,IN,47978,1,HSI00000375,Franciscan Health,Mishawaka,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jasper,-87.137927,40.933668,0.8778,1.0085,1.077,0.9934,0.9818,0.99745
CHSP00005469,150048,Reid Hospital & Health Care Services,1100 Reid Parkway,Richmond,IN,47374,1,HSI00000873,Reid Health,Richmond,IN,100.0,534.0,1.076,5.7331,5.3281,32.0,148.0,1.0156,14.6158,14.3919,22.0,546.0,0.9474,15.7785,16.655,83.0,912.0,0.9312,21.3488,22.9262,190.0,638.0,0.9662,19.4377,20.1173,121.0,835.0,0.9629,16.8449,17.4935,138.0,1,Wayne,-84.885308,39.862891,1.076,1.0156,0.9474,0.9312,0.9662,0.9629
CHSP00005502,154018,Richmond State Hospital,498 Nw 18th Street,Richmond,IN,47374,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wayne,-84.925732,39.837717,,,,,,
CHSP00007810,151313,Woodlawn Hospital,1400 East Ninth Street,Rochester,IN,46975,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fulton,-86.195022,41.061689,,,,,,
CHSP00005626,151304,Rush Memorial Hospital,1300 North Main Street,Rushville,IN,46173,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Rush,-85.444766,39.621689,,,,,,
CHSP00006612,151314,St Vincent Salem Hospital,911 North Shelby Street,Salem,IN,47167,1,HSI00000055,Ascension Health,Saint Louis,MO,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Washington,-86.107724,38.613303,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00005922,151334,Scott Memorial Hospital,1415 North Gardner Street,Scottsburg,IN,47170,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Scott,-85.784522,38.712456,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00005905,150065,Schneck Medical Center,411 West Tipton Street,Seymour,IN,47274,1,HSI00001352,Schneck Medical Center,Seymour,IN,100.0,,,,,,,,,,,,,,,,119.0,0.9064,19.626,21.6527,17.0,,,,,,,,,,,1,Jackson,-85.891885,38.956563,,,,0.9064,,
CHSP00003682,150097,Major Hospital,150 West Washington Street,Shelbyville,IN,46176,1,HSI00000612,Major Health Partners,Shelbyville,IN,100.0,,,,,,,,,,,,,,,,175.0,0.9586,19.8341,20.6907,32.0,243.0,0.919,17.8057,19.3741,36.0,267.0,0.9394,15.4527,16.4497,37.0,1,Shelby,-85.781119,39.524468,,,,0.9586,0.919,0.9394
CHSP00003947,150058,Memorial Hospital Of South Bend  Inc,615 North Michigan Street,South Bend,IN,46601,1,HSI00000098,Beacon Health System,South Bend,IN,100.0,591.0,0.9079,3.3447,3.6839,18.0,,,,,,230.0,0.8976,13.9554,15.5475,26.0,581.0,0.8511,17.7636,20.8717,93.0,303.0,1.0422,19.9275,19.1198,64.0,607.0,0.9797,15.0577,15.3691,90.0,1,St. Joseph,-86.250558,41.684077,0.91275,,0.9078,0.8677999999999999,0.97335,1.00725
CHSP00005738,150012,St. Josephs Reg Med Center S. Bend,5215 Holy Cross Parkway,Mishawaka,IN,46545,1,HSI00001106,Trinity Health,Livonia,MI,99.49,1198.0,0.9042,3.4931,3.8633,40.0,,,,,,217.0,0.9194,13.6898,14.8903,25.0,586.0,0.8664,18.4526,21.2974,99.0,372.0,0.8882,18.1059,20.385,57.0,805.0,0.8262,13.4131,16.2342,95.0,1,St. Joseph,-86.170929,41.707694,0.968,0.9726,0.9899,0.9894,0.9902,0.9923
CHSP00006692,151327,Sullivan County Community Hospital,2200 North Section Street,Sullivan,IN,47882,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sullivan,-87.409153,39.12556,,,,,,
CHSP00005067,151322,Perry County Hospital,8885 State Road 237,Tell City,IN,47586,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Perry,-86.729606,37.968675,,,,,,
CHSP00002482,154009,Hamilton Center  Inc.,620 Eighth Avenue,Terre Haute,IN,47804,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Vigo,-87.411112,39.484793,,,,,,
CHSP00006837,150046,Terre Haute Regional Hospital,3901 South Seventh Street,Terre Haute,IN,47802,1,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,58.0,1.094,15.2655,13.9534,11.0,201.0,1.0423,15.7253,15.0866,34.0,404.0,1.1005,24.8876,22.6152,107.0,314.0,1.0976,21.5744,19.6559,76.0,254.0,1.0239,16.6764,16.2864,44.0,1,Vigo,-87.406904,39.420159,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00007216,150023,Union Hospital  Inc.,1606 North Seventh Street,Terre Haute,IN,47804,1,HSI00001137,Union Health,Terre Haute,IN,100.0,617.0,0.9769,4.2843,4.3857,26.0,113.0,1.03,14.4228,14.0028,17.0,405.0,1.0737,18.2246,16.9729,78.0,1193.0,1.076,25.3999,23.6062,308.0,905.0,1.0199,20.5809,20.1793,188.0,783.0,0.9708,16.9969,17.5077,131.0,1,Vigo,-87.407065,39.485048,0.9769,1.03,1.0737,1.076,1.0199,0.9708
CHSP00002874,151311,Iu Health Tipton Hospital,1000 South Main Street,Tipton,IN,46072,1,HSI00000510,Indiana University Health,Indianapolis,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tipton,-86.041138,40.271832,1.0567,1.0248,0.918,0.95615,0.96395,0.97155
CHSP00005184,150035,Porter Memorial Hospital,85 East U. S. Highway 6,Valparaiso,IN,46383,1,HSI00000249,Community Health Systems,Franklin,TN,100.0,491.0,1.1011,4.5236,4.1084,24.0,102.0,0.9856,13.0826,13.2735,13.0,303.0,1.0411,17.0507,16.3778,54.0,669.0,0.8769,19.3533,22.0689,121.0,600.0,0.9711,19.7656,20.3536,116.0,726.0,0.9368,16.195,17.2877,113.0,1,Porter,-87.050033,41.550101,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00002232,150042,Good Samaritan Hospital,520 South Seventh Street,Vincennes,IN,47591,1,HSI00000405,Good Samaritan Hospital,Vincennes,IN,100.0,,,,,,,,,,,114.0,0.9569,13.5683,14.179,13.0,553.0,1.1528,23.6236,20.4919,140.0,333.0,1.0013,17.9858,17.9632,60.0,807.0,0.9451,14.8527,15.7162,116.0,1,Knox,-87.532318,38.673842,,,0.9569,1.1528,1.0013,0.9451
CHSP00004984,151310,Parkview Wabash Hospital  Inc.,710 North East Street,Wabash,IN,46992,1,HSI00000811,Parkview Health System,Fort Wayne,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wabash,-85.815293,40.80696,0.777,0.9444,0.9244,0.9934,0.9718,0.98665
CHSP00003312,150133,Kosciusko Community Hospital,2101 East Dubois Drive,Warsaw,IN,46580,1,HSI00000249,Community Health Systems,Franklin,TN,98.87,,,,,,,,,,,,,,,,147.0,0.9548,20.3997,21.3665,27.0,144.0,0.9883,19.4636,19.6939,27.0,173.0,1.0292,16.2026,15.7427,30.0,1,Kosciusko,-85.82832,41.246432,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00001603,150061,Daviess Community Hospital,1314 East Walnut Street,Washington,IN,47501,1,HSI00000055,Ascension Health,Saint Louis,MO,100.0,,,,,,,,,,,,,,,,58.0,1.0308,22.4268,21.7562,15.0,117.0,0.9265,17.5315,18.9226,14.0,198.0,0.8957,13.8714,15.4872,20.0,1,Daviess,-87.160212,38.658725,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00006614,151307,St. Vincent Williamsport Hospital,412 North Monroe Street,Williamsport,IN,47993,1,HSI00000055,Ascension Health,Saint Louis,MO,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Warren,-87.296182,40.290852,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00005335,151305,Pulaski Memorial Hospital,616 East 13th Street,Winamac,IN,46996,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Pulaski,-86.595934,41.057302,,,,,,
CHSP00006610,151301,St. Vincent Randolph Hospital,473 Greenville Avenue,Winchester,IN,47394,1,HSI00000055,Ascension Health,Saint Louis,MO,99.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Randolph,-84.97097,40.168304,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00002867,151328,Indiana University Health Bedford,2900 West 16th Street,Bedford,IN,47421,1,HSI00000510,Indiana University Health,Indianapolis,IN,98.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lawrence,-86.51169,38.860962,1.0567,1.0248,0.918,0.95615,0.96395,0.97155
CHSP00001910,15J200,Evansville Psychiatric Children Center,3300 East Morgan Avenue,Evansville,IN,47715,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Vanderburgh,-87.509119,37.99386,,,,,,
CHSP00006770,154059,Sycamore Springs,833 Park East Boulevard,Lafayette,IN,47905,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tippecanoe,-86.828934,40.406877,,,,,,
CHSP00004983,150021,Parkview Hospital,11109 Parkview Plaza Drive,Fort Wayne,IN,46845,1,HSI00000811,Parkview Health System,Fort Wayne,IN,100.0,,,,,,150.0,0.9444,12.2295,12.9493,17.0,432.0,0.9244,12.8178,13.866,51.0,749.0,0.909,19.6472,21.6139,141.0,700.0,0.9816,20.6668,21.055,143.0,927.0,0.9718,15.8551,16.3154,145.0,1,Allen,-85.099409,41.18793,0.777,0.9444,0.9244,0.9934,0.9718,0.98665
CHSP00004600,154050,Northeastern Center,1850 Wesley Road,Auburn,IN,46706,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,DeKalb,-85.030081,41.371748,,,,,,
CHSP00005185,154052,Porter-Starke Services  Inc,601 Wall Street,Valparaiso,IN,46383,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Porter,-87.053493,41.488968,,,,,,
CHSP00000702,154055,Brentwood Meadows,4455 Roslin Road,Newburgh,IN,47630,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Warrick,-87.331585,37.991045,,,,,,
CHSP00007986,154058,Doctors Neuropsychiatric Hospital,417 South Whitlock Street,Bremen,IN,46506,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Marshall,-86.150012,41.443836,,,,,,
CHSP00005227,140113,Presence Covenant Medical Center,1400 West Park Street,Urbana,IL,61801,1,HSI00000776,OSF Healthcare System,Peoria,IL,100.0,,,,,,,,,,,193.0,0.9734,14.259,14.6482,26.0,297.0,1.1878,24.7604,20.8462,85.0,212.0,0.995,18.601,18.6941,39.0,240.0,1.0866,16.764,15.4287,46.0,1,Champaign,-88.227208,40.117456,1.1658,1.2226,0.9734,1.00915,1.00305,1.0396999999999998
CHSP00002182,141304,Genesis Medical Center - Aledo,409 Nw Ninth Avenue,Aledo,IL,61231,1,HSI00000390,Genesis Health System,Davenport,IA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mercer,-90.758525,41.205331,0.8049,,1.0204,1.0567000000000002,1.0427,1.00325
CHSP00000122,144031,Alexian Brothers Behavioral Health,1650 Moon Lake Boulevard,Hoffman Estates,IL,60169,0,HSI00000055,Ascension Health,Saint Louis,MO,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-88.136209,42.054129,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00000162,140002,Alton Memorial Hospital,One Memorial Drive,Alton,IL,62002,1,HSI00000070,BJC Healthcare,Saint Louis,MO,100.0,335.0,1.2334,5.3987,4.377,22.0,,,,,,58.0,1.0302,17.6914,17.1721,12.0,510.0,1.0508,23.081,21.9648,121.0,276.0,1.0406,19.7514,18.9806,58.0,447.0,1.0418,17.2555,16.5626,80.0,1,Madison,-90.157242,38.900464,1.052,0.9719,1.0199,1.01815,1.0095,1.0418
CHSP00006681,144034,Streamwood,1400 East Irving Park Road,Streamwood,IL,60107,0,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-88.213716,42.02207,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00003541,144035,Linden Oaks Hospital,852 South West Street,Naperville,IL,60540,0,HSI00000334,Edward Elmhurst Healthcare,Naperville,IL,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,DuPage,-88.157993,41.758024,0.94185,1.0671,0.96275,0.90025,0.93105,1.0305
CHSP00007253,140280,Trinity Rock Island,2701 17th Street,Rock Island,IL,61201,1,HSI00001146,Unitypoint Health,West Des Moines,IA,100.0,470.0,1.0285,3.9322,3.8232,19.0,,,,,,408.0,0.9901,15.0902,15.2411,61.0,658.0,1.0645,22.6294,21.259,153.0,352.0,0.9976,18.8098,18.8552,66.0,663.0,1.1165,17.9893,16.112,127.0,1,Rock Island,-90.572773,41.4834,0.992,0.7551,0.9148,0.9894,0.98905,0.9616
CHSP00000632,140015,Blessing Hospital,Broadway At 11th Street,Quincy,IL,62305,1,HSI00000117,Blessing Health System,Quincy,IL,98.27,,,,,,140.0,1.0744,13.0994,12.1927,20.0,331.0,1.052,17.5223,16.6557,61.0,1040.0,0.9782,22.4481,22.9481,232.0,827.0,1.0511,21.9477,20.881,186.0,1275.0,1.0619,18.5679,17.4858,241.0,1,Adams,-91.39833,39.935619,,1.0744,1.052,0.9782,1.0511,1.0619
CHSP00004675,140242,Central Dupage Hospital,25 North Winfield Road,Winfield,IL,60190,1,HSI00000770,Northwestern Medicine,Chicago,IL,100.0,1313.0,0.7161,2.7483,3.8378,30.0,161.0,1.0091,11.6721,11.5669,19.0,195.0,0.9683,13.2165,13.6493,24.0,973.0,0.979,20.2838,20.7185,196.0,393.0,0.9467,17.7283,18.7264,65.0,734.0,0.9995,16.081,16.0891,118.0,1,DuPage,-88.15822,41.872688,0.9141,1.0312,0.9826,0.9674,1.0078,0.95635
CHSP00000163,144016,Alton Mental Health Center,4500 College Avenue,Alton,IL,62002,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Madison,-90.114768,38.90939,,,,,,
CHSP00004602,140010,Northshore University Healthsystem,2650 Ridge Avenue,Evanston,IL,60201,1,HSI00000756,NorthShore University Health System,Evanston,IL,100.0,3613.0,0.9272,3.5536,3.8328,127.0,148.0,0.9667,11.3391,11.73,16.0,658.0,0.9887,15.2967,15.4719,100.0,3049.0,1.0407,21.9546,21.0956,672.0,1016.0,0.9624,18.6343,19.3617,186.0,3031.0,1.0753,16.6933,15.5239,511.0,1,Cook,-87.683251,42.065516,0.9272,0.9667,0.9887,1.0407,0.9624,1.0753
CHSP00003002,14003F,Jesse Brown Veterans Affairs Medical Center,820 South Damen,Chicago,IL,60612,0,,,,,98.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-87.676428,41.870786,,,,,,
CHSP00000093,140182,Advocate Northside Health System,836 West Wellington Avenue,Chicago,IL,60657,1,HSI00001277,Advocate Aurora Health,Downers Grove,IL,100.0,,,,,,,,,,,99.0,1.0822,17.5477,16.2155,22.0,267.0,0.9686,21.7626,22.4677,56.0,113.0,1.0723,21.0727,19.6515,30.0,189.0,0.9472,16.2917,17.1996,27.0,1,Cook,-87.65089,41.93637,1.0007,1.0185,1.0038,0.93655,0.9957,0.9691
CHSP00007405,143028,Van Matre Healthsouth Rehabilitation,950 South Mulford Road,Rockford,IL,61108,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Winnebago,-88.996572,42.258366,,,,,,
CHSP00002097,140172,Franciscan St. James Health,20201 South Crawford Avenue,Olympia Fields,IL,60461,1,HSI00000375,Franciscan Health,Mishawaka,IN,98.87,176.0,1.2563,6.0821,4.8415,15.0,,,,,,290.0,1.0841,19.6991,18.1711,62.0,858.0,1.1444,26.318,22.9964,235.0,443.0,1.0284,20.4357,19.872,93.0,582.0,1.0858,19.0848,17.5767,117.0,1,Cook,-87.710782,41.523057,0.8778,1.0085,1.077,0.9934,0.9818,0.99745
CHSP00004718,140052,Osf Saint Anthonys Health Center,1 Saint Anthony's Way,Alton,IL,62002,1,HSI00000776,OSF Healthcare System,Peoria,IL,100.0,,,,,,,,,,,,,,,,199.0,1.0797,23.5745,21.8342,52.0,129.0,1.0342,20.2063,19.5372,29.0,224.0,0.977,16.8003,17.195,36.0,1,Madison,-90.173578,38.908316,1.1658,1.2226,0.9734,1.00915,1.00305,1.0396999999999998
CHSP00001131,144040,Chicago Behavioral Hospital,555 Wilson Lane,Des Plaines,IL,60016,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-87.879437,42.042846,,,,,,
CHSP00000020,140304,Adventist Bolingbrook Hospital,500 Remington Boulevard,Bolingbrook,IL,60440,1,HSI00000010,Adventist Health System,Altamonte Springs,FL,100.0,,,,,,,,,,,,,,,,234.0,1.0846,24.9938,23.0435,64.0,230.0,1.1241,25.6854,22.8497,70.0,335.0,1.0707,19.1457,17.882,69.0,1,Will,-88.084066,41.679307,1.021,1.1265,1.01825,0.99605,1.0002,0.9806
CHSP00003535,000000,Lincoln Prairie Behavioral Health Center,5230 South Sixth Street,Springfield,IL,62703,0,HSI00001148,Universal Health Services,Norristown,PA,96.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sangamon,-89.6486,39.774617,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00001194,144038,Choate Mental Health Center,1000 North Main Street,Anna,IL,62906,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Union,-89.244728,37.476046,,,,,,
CHSP00007211,141342,Union County Hospital District,517 North Main Street,Anna,IL,62906,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Union,-89.24508,37.465077,,,,,,
CHSP00005629,140029,Copley Memorial Hospital,2000 Ogden Avenue,Aurora,IL,60504,1,HSI00000897,Rush System for Health,Chicago,IL,100.0,620.0,0.7705,2.8628,3.7155,13.0,80.0,1.0726,15.3789,14.3382,14.0,171.0,0.944,15.4116,16.3262,23.0,418.0,0.9367,19.6636,20.9931,78.0,377.0,1.1006,22.6501,20.5797,94.0,551.0,1.0294,16.8747,16.3931,95.0,1,Kane,-88.26943,41.729553,1.0201,0.9255,1.0599,1.07585,0.94855,1.0444
CHSP00005229,140174,Presence Mercy Medical Center,1325 North Highland Avenue,Aurora,IL,60506,1,HSI00000055,Ascension Health,Saint Louis,MO,100.0,,,,,,,,,,,126.0,1.0637,17.7449,16.6825,26.0,287.0,0.9519,21.6935,22.7898,59.0,149.0,1.0218,20.8728,20.4284,33.0,361.0,1.0095,17.5428,17.3769,64.0,1,Kane,-88.328851,41.788023,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00003214,142013,Kindred Hospital Peoria,500 West Romeo B Garrett Avenue,Peoria,IL,61605,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Peoria,-89.600872,40.692879,,,,,,
CHSP00000092,140291,Good Shepherd Hospital,450 West Highway 22,Barrington,IL,60010,1,HSI00001277,Advocate Aurora Health,Downers Grove,IL,100.0,526.0,0.945,4.0017,4.2348,20.0,150.0,0.8575,10.3613,12.0836,12.0,226.0,1.0294,15.6358,15.1893,37.0,836.0,0.93,19.6967,21.1785,160.0,413.0,0.9828,19.2552,19.5923,78.0,768.0,0.8953,15.5896,17.4117,112.0,1,Lake,-88.17173,42.192957,1.0007,1.0185,1.0038,0.93655,0.9957,0.9691
CHSP00003922,140185,Memorial Hospital,4500 Memorial Drive,Belleville,IL,62226,1,HSI00000070,BJC Healthcare,Saint Louis,MO,100.0,623.0,0.8233,3.4645,4.2082,18.0,101.0,1.1038,15.4336,13.9828,18.0,268.0,1.0748,18.9065,17.5902,55.0,678.0,1.0266,23.1941,22.5939,159.0,462.0,0.9906,20.3095,20.5016,93.0,854.0,1.0528,18.0764,17.1702,158.0,1,St. Clair,-90.02058,38.549429,1.052,0.9719,1.0199,1.01815,1.0095,1.0418
CHSP00002459,140187,St. Elizabeth Hospital,One St. Elizabeth's Boulevard,O'fallon,IL,62269,1,HSI00000496,Hospital Sisters Health System,Springfield,IL,100.0,,,,,,,,,,,295.0,1.0551,16.2437,15.3953,51.0,611.0,0.9756,22.364,22.9243,135.0,214.0,0.9641,19.2484,19.9647,38.0,431.0,0.9961,17.4656,17.534,75.0,1,St. Clair,-89.931944,38.582633,1.0715,0.8951,0.9263,0.9609,1.0112,0.9846
CHSP00007481,142014,Vibra Hospital Of Springfield,701 North Walnut Street,Springfield,IL,62702,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sangamon,-89.663593,39.809429,,,,,,
CHSP00002107,141321,Franklin Hospital,201 Bailey Lane,Benton,IL,62812,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Franklin,-88.916588,38.009208,,,,,,
CHSP00003644,140054,Macneal Hospital,3249 South Oak Park Avenue,Berwyn,IL,60402,1,HSI00001106,Trinity Health,Livonia,MI,98.87,208.0,1.1617,4.9046,4.2218,13.0,,,,,,141.0,1.0529,17.7135,16.824,28.0,329.0,0.9789,20.4793,20.9216,66.0,223.0,0.928,17.7091,19.0825,33.0,361.0,0.9268,15.3021,16.5109,50.0,1,Cook,-87.792771,41.832295,0.968,0.9726,0.9899,0.9894,0.9902,0.9923
CHSP00000085,140127,Advocate Bromenn Medical Center,1304 Franklin Avenue,Normal,IL,61761,1,HSI00001277,Advocate Aurora Health,Downers Grove,IL,100.0,727.0,1.0136,3.9548,3.9017,29.0,,,,,,135.0,0.9597,13.5444,14.1132,16.0,388.0,0.8776,18.1067,20.6321,62.0,238.0,0.9205,17.6951,19.2226,35.0,319.0,1.0571,16.9674,16.0506,58.0,1,McLean,-88.990744,40.497334,1.0007,1.0185,1.0038,0.93655,0.9957,0.9691
CHSP00004725,140162,St. Joseph Medical Center,2200 East Washington Street,Bloomington,IL,61701,1,HSI00000776,OSF Healthcare System,Peoria,IL,100.0,237.0,1.1062,3.8641,3.4931,11.0,44.0,1.2195,14.4799,11.8735,11.0,215.0,0.9467,12.5706,13.2783,24.0,396.0,0.9094,17.6602,19.4196,64.0,294.0,0.9659,16.9802,17.5796,47.0,355.0,0.951,14.772,15.5324,49.0,1,McLean,-88.955644,40.482729,1.1658,1.2226,0.9734,1.00915,1.00305,1.0396999999999998
CHSP00004148,140118,Metrosouth Medical Center,12935 South Gregory Street,Blue Island,IL,60406,1,,,,,98.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-87.678245,41.658106,,,,,,
CHSP00002461,140145,St. Josephs Hospital,9515 Holy Cross Lane,Breese,IL,62230,1,HSI00000496,Hospital Sisters Health System,Springfield,IL,100.0,,,,,,,,,,,,,,,,122.0,0.9609,19.284,20.0687,21.0,,,,,,137.0,0.9473,14.3654,15.1642,16.0,1,Clinton,-89.524379,38.625207,1.0715,0.8951,0.9263,0.9609,1.0112,0.9846
CHSP00002279,140001,Graham Hospital Association,210 West Walnut Street,Canton,IL,61520,1,,,,,100.0,,,,,,,,,,,,,,,,138.0,1.0834,21.6346,19.9687,35.0,179.0,1.0016,16.6873,16.6614,30.0,188.0,0.9713,14.3395,14.7638,25.0,1,Fulton,-90.038187,40.553247,,,,1.0834,1.0016,0.9713
CHSP00003941,140164,Memorial Hospital Of Carbondale,405 West Jackson Street,Carbondale,IL,62901,1,HSI00001009,Southern Illinois Healthcare,Carbondale,IL,100.0,313.0,0.9202,4.3273,4.7026,12.0,152.0,1.2943,17.5466,13.5565,33.0,460.0,1.0556,16.2718,15.4145,78.0,511.0,1.074,24.5001,22.8118,130.0,290.0,1.0617,21.2762,20.0403,67.0,475.0,1.1801,21.6678,18.3604,115.0,1,Jackson,-89.218855,37.727987,0.91935,1.2943,1.0556,1.08585,1.11275,1.1606
CHSP00000949,141347,Carlinville Area Hospital,20733 North Broad Street,Carlinville,IL,62626,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Macoupin,-89.881659,39.299076,,,,,,
CHSP00006986,141300,Thomas H Boyd Critical Acc Hospital,800 School Street,Carrollton,IL,62016,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Greene,-90.412362,39.296237,,,,,,
CHSP00003923,141305,Memorial Hospital Association,1454 North County Road 2050,Carthage,IL,62321,1,HSI00001146,Unitypoint Health,West Des Moines,IA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hancock,-91.111395,40.40907,0.992,0.7551,0.9148,0.9894,0.98905,0.9616
