health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm,sys_hq_city_lon,sys_hq_city_lat,sys_ownership_cat_hcris
HSI00000347,Episcopal Health Services,Bethpage,NY,1,0,17773308.0,,143,33.0,5.0,12.0,7.0,1,1,1.0,1,170.0,6923.0,147.05,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0,0,0,0,-73.47747,40.74301,Nonprofit
HSI00000349,Eskenazi Health,Indianapolis,IN,1,0,18294507.0,,277,151.0,97.0,5.0,22.0,1,1,0.0,1,316.0,17081.0,171.9,0.0,0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,18,0,0,-86.15012,39.76691,Public/government
HSI00000350,Essentia Health,Duluth,MN,1,1,17816669.0,396.0,1745,414.0,369.0,171.0,96.0,18,18,7.0,3,913.0,40066.0,19.89,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,837,10,0,-92.09985,46.78796,Nonprofit
HSI00000352,Evangelical Community Hospital,Lewisburg,PA,1,0,18288840.0,,90,26.0,19.0,36.0,22.0,1,1,0.0,1,123.0,5579.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,80,0,0,-76.89051,40.9612,Nonprofit
HSI00000354,Excela Health,Greensburg,PA,1,1,18140764.0,2395.0,255,101.0,54.0,69.0,91.0,3,3,0.0,1,396.0,24711.0,17.27,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1,213,0,0,-79.54316,40.29924,Nonprofit
HSI00000355,Exeter Health Resources,Exeter,NH,1,0,17855393.0,,142,62.0,53.0,28.0,49.0,1,1,0.0,1,97.0,5336.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,105,0,0,-70.94758,42.98029,Nonprofit
HSI00000356,Fairfield Medical Center,Lancaster,OH,1,0,18287567.0,,101,41.0,33.0,13.0,30.0,1,1,0.0,1,213.0,11269.0,23.55,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-82.60428,39.71379,Nonprofit
HSI00000357,Fairview Health Services,Minneapolis,MN,1,1,18956745.0,1325.0,2147,843.0,454.0,239.0,221.0,13,12,4.0,2,1781.0,95695.0,385.24,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1,340,0,0,-93.26494,44.97902,Church-operated
HSI00000358,Faith Regional Health Services,Norfolk,NE,1,1,18148534.0,814.0,86,27.0,35.0,23.0,33.0,3,3,1.0,1,151.0,4926.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,-97.41106,42.03271,Nonprofit
HSI00000360,Boys Town National Research Hospital,Boys Town,NE,1,0,18157592.0,,72,33.0,17.0,1.0,13.0,1,1,0.0,1,61.0,138.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,-96.13129,41.25932,Nonprofit
HSI00000362,Finger Lakes Health,Geneva,NY,1,1,17999476.0,397.0,88,38.0,52.0,19.0,33.0,2,2,5.0,1,142.0,4083.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-76.98218,42.86642,For-profit/investor
HSI00000363,Firelands Regional Health System,Sandusky,OH,1,0,17846991.0,,90,30.0,23.0,3.0,31.0,1,1,1.0,1,183.0,8886.0,15.68,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1,0,0,10,-82.70737,41.44876,Nonprofit
HSI00000365,Firsthealth of The Carolinas,Pinehurst,NC,1,1,17846593.0,243.0,186,48.0,44.0,55.0,47.0,3,3,0.0,1,421.0,24112.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,H6306; H8064,7352.0,0,0,0,0,-79.47198,35.1913,Nonprofit
HSI00000367,Fisher Titus Medical Center,Norwalk,OH,1,0,18154719.0,,54,23.0,28.0,10.0,18.0,1,1,1.0,1,78.0,3858.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,32,0,0,-82.61538,41.24216,Nonprofit
HSI00000368,Florida Health Sciences Center,Tampa,FL,1,0,17773667.0,,254,85.0,94.0,15.0,29.0,1,1,0.0,1,920.0,47752.0,297.58,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-82.45927,27.94653,Nonprofit
HSI00000369,Floyd Medical Center,Rome,GA,1,1,18086807.0,1016.0,123,85.0,51.0,8.0,39.0,3,3,0.0,2,298.0,14552.0,21.99,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,56,0,0,-85.16679,34.24489,Nonprofit
HSI00000371,Forrest Health,Hattiesburg,MS,1,0,17773797.0,,132,54.0,47.0,7.0,18.0,5,5,1.0,1,567.0,29314.0,16.3,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-89.29071,31.32735,Public/government
HSI00000375,Franciscan Health,Mishawaka,IN,1,1,17774115.0,5345.0,1275,439.0,250.0,92.0,220.0,13,13,0.0,2,1776.0,70880.0,153.82,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,H5124,210.0,1,659,0,0,-86.17217,41.66017,Church-operated
HSI00000376,Franciscan Missionaries of Our Lady Health System,Baton Rouge,LA,1,1,17773637.0,1475.0,718,306.0,237.0,59.0,147.0,10,7,2.0,1,1376.0,56965.0,188.61,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,H6231,283.0,1,351,0,0,-91.18664,30.44335,Church-operated
HSI00000380,Frederick Regional Health System,Frederick,MD,1,0,18294612.0,,159,65.0,51.0,27.0,28.0,1,1,0.0,1,272.0,16585.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,69,0,0,-77.41203,39.41574,Nonprofit
HSI00000381,Freeman Health System,Joplin,MO,1,1,17818069.0,271.0,227,67.0,66.0,6.0,59.0,3,3,0.0,1,428.0,18094.0,22.39,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,44,0,0,-94.51347,37.08476,Nonprofit
HSI00000382,Freeport Health Network,Freeport,IL,1,0,17999478.0,,77,32.0,38.0,2.0,23.0,1,1,0.0,1,100.0,3797.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-89.62165,42.29729,Nonprofit
HSI00000385,Frisbie Memorial Hospital,Rochester,NH,1,0,18154734.0,,80,37.0,24.0,11.0,18.0,1,1,0.0,1,64.0,3874.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-70.98036,43.30553,Nonprofit
HSI00000386,Froedtert and The Medical College of Wisconsin,Milwaukee,WI,1,0,18197683.0,,1593,347.0,328.0,215.0,78.0,5,5,0.0,1,1010.0,50426.0,338.85,0.0,0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,H1181; H5215,65761.0,1,0,108,0,-87.90687,43.042,Nonprofit
HSI00000388,Geisinger Health System,Danville,PA,1,1,17816853.0,5570.0,4559,700.0,362.0,466.0,314.0,10,9,2.0,2,2041.0,107432.0,492.59,0.0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,H2064; H3924; H3954; H7619; H9412,96160.0,1,1541,4,31,-76.61612,40.96416,Nonprofit
HSI00000390,Genesis Health System,Davenport,IA,1,1,17773638.0,311.0,300,148.0,109.0,26.0,56.0,5,5,2.0,2,454.0,21370.0,18.33,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,193,0,0,-90.57602,41.53826,Nonprofit
HSI00000391,Genesis Healthcare System,Zanesville,OH,1,0,17773639.0,,191,69.0,93.0,15.0,57.0,1,1,18.0,1,285.0,11876.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,133,0,20,-82.00139,39.94054,Church-operated
HSI00000401,Glens Falls Hospital,Glens Falls,NY,1,0,18156853.0,,130,44.0,28.0,53.0,29.0,1,1,0.0,1,507.0,11567.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,82,0,20,-73.64376,43.31122,Nonprofit
HSI00000404,Good Samaritan Hospital,Los Angeles,CA,1,0,17773941.0,,240,83.0,13.0,18.0,14.0,2,1,0.0,1,310.0,11766.0,10.58,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,1,1,0,0,-118.2455,34.05361,Nonprofit
HSI00000405,Good Samaritan Hospital,Vincennes,IN,1,0,18381345.0,,106,35.0,41.0,8.0,18.0,1,1,1.0,1,123.0,5393.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,14,0,0,-87.53224,38.6781,Public/government
HSI00000412,Grady Health System,Atlanta,GA,1,0,18956746.0,,287,91.0,82.0,39.0,13.0,1,1,1.0,1,646.0,32252.0,425.39,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-84.39111,33.74831,Public/government
HSI00000415,Grand View Hospital,Sellersville,PA,1,0,18177562.0,,113,36.0,16.0,19.0,25.0,1,1,0.0,1,162.0,7847.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,11,-75.30908,40.36287,Nonprofit
HSI00000421,Great River Health Systems,West Burlington,IA,1,0,17845152.0,,139,40.0,38.0,21.0,33.0,1,1,1.0,1,138.0,7981.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,1.0,,,1,78,0,0,-91.15718,40.82602,Nonprofit
HSI00000422,Greater Baltimore Medical Center,Baltimore,MD,1,0,18291703.0,,340,150.0,87.0,52.0,38.0,1,1,1.0,1,269.0,21251.0,57.59,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,181,0,0,-76.60926,39.29058,Nonprofit
HSI00000423,Greater Hudson Valley Health System,Middletown,NY,1,1,18402576.0,144.0,237,55.0,54.0,29.0,25.0,3,3,1.0,1,428.0,23967.0,50.33,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-74.42261,41.44584,Nonprofit
HSI00000424,Greenville Health System,Greenville,SC,1,1,17773798.0,1555.0,6306,559.0,324.0,136.0,185.0,7,5,2.0,1,975.0,48020.0,201.81,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,H4053,53.0,1,951,41,0,-82.40011,34.84827,Nonprofit
HSI00000428,Gundersen Health System,La Crosse,WI,1,0,17774093.0,,427,183.0,181.0,102.0,81.0,6,6,4.0,2,377.0,15393.0,50.59,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,H5262; H9834,16776.0,0,0,0,0,-91.25206,43.81267,Nonprofit
HSI00000430,Guthrie Healthcare System,Sayre,PA,1,1,17844593.0,675.0,442,151.0,139.0,60.0,43.0,4,4,1.0,2,375.0,20502.0,70.8,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0,0,0,-76.52721,41.98527,Nonprofit
HSI00000431,Gwinnett Health System,Lawrenceville,GA,1,0,18085147.0,,384,131.0,91.0,62.0,86.0,1,1,1.0,1,462.0,29197.0,41.93,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-83.98804,33.95312,Public/government
HSI00000439,Hackensack Meridian Health,Edison,NJ,1,1,17774094.0,1003.0,1773,533.0,395.0,144.0,287.0,11,9,10.0,1,3020.0,149229.0,468.37,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,1,627,25,107,-74.38114,40.53055,Nonprofit
HSI00000441,Halifax Health,Daytona Beach,FL,1,0,17773942.0,,237,102.0,66.0,18.0,25.0,1,1,0.0,1,435.0,20541.0,24.73,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-81.0394,29.20357,Public/government
HSI00000443,Hallmark Health System,Melrose,MA,1,0,17773311.0,,393,131.0,53.0,21.0,36.0,1,1,0.0,1,211.0,8636.0,1.5,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,71,16,0,-71.06393,42.45736,Nonprofit
HSI00000444,Hamilton Health Care System,Dalton,GA,1,0,17996680.0,,81,24.0,60.0,10.0,23.0,1,1,0.0,1,254.0,9439.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,0,0,0,0,-84.97218,34.76145,Church-operated
HSI00000449,Harnett Health Systems,Dunn,NC,1,0,22171690.0,,64,20.0,4.0,17.0,10.0,1,1,0.0,1,151.0,6161.0,16.01,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,5,0,0,-78.60868,35.30671,Public/government
HSI00000451,Harris Health System,Houston,TX,1,0,18956747.0,,574,243.0,120.0,69.0,41.0,1,1,1.0,1,629.0,29613.0,608.81,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0,0,0,0,-95.36952,29.76078,Public/government
HSI00000452,Hartford Healthcare Corporation,Hartford,CT,1,1,17773792.0,541.0,1132,271.0,350.0,337.0,193.0,8,7,3.0,1,1443.0,74496.0,280.48,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,1,617,0,0,-72.67394,41.76375,Nonprofit
HSI00000454,Hawaii Health Systems Corporation,Honolulu,HI,1,1,17815868.0,3555.0,172,56.0,19.0,9.0,14.0,11,8,7.0,1,307.0,11864.0,9.69,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,0,0,2,-157.85788,21.30493,Public/government
HSI00000455,Hawaii Pacific Health,Honolulu,HI,1,1,17829267.0,266.0,557,210.0,52.0,20.0,47.0,4,4,0.0,1,592.0,26299.0,68.85,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,50,-157.85788,21.30493,Nonprofit
HSI00000461,Health First,Rockledge,FL,1,1,17773944.0,328.0,439,145.0,112.0,43.0,62.0,4,4,0.0,1,868.0,48666.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,H1099,38087.0,1,0,13,0,-80.73486,28.33268,Nonprofit
HSI00000462,Health Quest,Lagrangeville,NY,1,1,18154682.0,307.0,440,123.0,106.0,59.0,63.0,4,4,1.0,2,649.0,34904.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,3,21,-73.76352,41.65055,Nonprofit
HSI00000464,HealthPartners,Minneapolis,MN,1,1,18961175.0,342.0,1974,858.0,441.0,352.0,167.0,9,9,2.0,2,1047.0,62255.0,177.35,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,H2422; H2462; H3416; H4882,67381.0,1,1011,0,0,-93.26494,44.97902,Nonprofit
HSI00000466,Baptist Health,Montgomery,AL,1,1,17773622.0,150.0,192,74.0,56.0,12.0,30.0,3,3,0.0,1,555.0,32119.0,42.7,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,8,0,-86.30008,32.38015,Public/government
HSI00000467,Huntsville Hospital Health System,Huntsville,AL,1,1,18198421.0,117.0,488,142.0,182.0,23.0,110.0,7,7,0.0,1,1341.0,71086.0,59.74,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,198,14,0,-86.5851,34.72929,Public/government
HSI00000471,Hendrick Health System,Abilene,TX,1,0,17773640.0,,113,32.0,49.0,21.0,28.0,1,1,1.0,1,335.0,16025.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-99.74142,32.44917,Church-operated
HSI00000472,Hendricks Regional Health,Danville,IN,1,0,18388046.0,,106,50.0,41.0,13.0,24.0,1,1,0.0,1,127.0,5679.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,106,0,0,-86.52628,39.76078,Nonprofit
HSI00000473,Hennepin Health Care System,Minneapolis,MN,1,0,17773314.0,,729,233.0,166.0,68.0,37.0,1,1,0.0,1,341.0,18029.0,283.57,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-93.26494,44.97902,Public/government
HSI00000474,Henry County Hospital,New Castle,IN,1,0,18291601.0,,62,19.0,21.0,9.0,13.0,1,1,0.0,1,48.0,2356.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,37,0,0,-85.36957,39.93122,Public/government
HSI00000475,Henry Ford Health System,Detroit,MI,1,1,18956748.0,9505.0,2941,763.0,512.0,279.0,234.0,7,5,0.0,1,1788.0,96154.0,852.44,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,H2318; H2322; H2354; H9712,67133.0,1,1291,45,59,-83.048,42.33168,Nonprofit
HSI00000476,Heritage Valley Health System,Beaver,PA,1,1,17844118.0,309.0,236,114.0,35.0,47.0,78.0,2,2,0.0,1,343.0,15962.0,24.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1,159,0,0,-80.30196,40.6964,For-profit/investor
HSI00000478,Heywood Healthcare,Gardner,MA,1,1,18409140.0,1024.0,78,18.0,26.0,17.0,18.0,2,2,0.0,1,139.0,4311.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,50,0,0,-71.99537,42.57468,Nonprofit
HSI00000484,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,1,0,17773315.0,,433,169.0,60.0,43.0,53.0,2,1,0.0,1,527.0,29830.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,67,89,0,-117.93033,33.61703,Nonprofit
HSI00000487,Holy Family Memorial,Manitowoc,WI,1,1,17773479.0,1455.0,208,21.0,20.0,9.0,19.0,3,3,0.0,2,83.0,3008.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,50,0,0,-87.66172,44.10787,Nonprofit
HSI00000488,Holy Redeemer Health System,Huntingdon Valley,PA,1,0,18311803.0,,165,39.0,27.0,11.0,27.0,1,1,3.0,1,195.0,12292.0,0.96,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1,89,0,0,-75.06219,40.12817,Church-operated
HSI00000490,Holzer Health System,Gallipolis,OH,1,1,17773936.0,1014.0,141,65.0,70.0,11.0,15.0,2,2,1.0,1,181.0,4919.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,0,0,21,-82.20616,38.80867,Nonprofit
HSI00000491,HonorHealth,Scottsdale,AZ,1,1,17773968.0,963.0,482,228.0,138.0,62.0,106.0,5,5,0.0,1,1437.0,58660.0,46.85,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,1,310,23,0,-111.92069,33.494,Nonprofit
HSI00000492,HCA Healthcare,Nashville,TN,1,1,17773631.0,48.0,14064,4056.0,3069.0,1455.0,1600.0,183,167,5.0,3,36873.0,1843448.0,2540.93,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1,202,55,200,-86.77816,36.16784,For-profit/investor
HSI00000496,Hospital Sisters Health System,Springfield,IL,1,1,17773316.0,5355.0,717,194.0,260.0,69.0,124.0,17,17,2.0,2,1618.0,73767.0,87.83,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1,282,0,0,-89.6436,39.8013,Church-operated
HSI00000497,Houston Healthcare,Warner Robins,GA,1,1,18162320.0,642.0,82,34.0,9.0,7.0,17.0,2,2,0.0,1,276.0,14168.0,17.51,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,6,0,0,-83.5999,32.62098,Public/government
HSI00000498,Howard University Hospital,Washington,DC,1,0,18293422.0,,340,84.0,18.0,13.0,8.0,1,1,0.0,1,192.0,8184.0,190.95,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-77.03196,38.89037,Nonprofit
HSI00000502,Hunterdon Healthcare System,Flemington,NJ,1,0,18288502.0,,322,141.0,61.0,32.0,96.0,1,1,0.0,1,170.0,8357.0,18.14,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,1,0,0,63,-74.86101,40.51031,Nonprofit
HSI00000503,Huntington Memorial Hospital,Pasadena,CA,1,0,18293468.0,,199,59.0,11.0,9.0,9.0,1,1,0.0,1,503.0,28490.0,40.6,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1,48,0,0,-118.14427,34.14745,Nonprofit
HSI00000505,Hurley Medical Center,Flint,MI,1,0,18291694.0,,206,81.0,28.0,56.0,19.0,1,1,0.0,1,370.0,17888.0,115.47,0.0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,16,0,2,-83.68679,43.01144,Public/government
HSI00000507,Integris Health,Oklahoma City,OK,1,1,17774097.0,305.0,1233,202.0,130.0,72.0,125.0,10,9,1.0,1,1119.0,48782.0,74.78,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,318,0,82,-97.52107,35.47203,Nonprofit
HSI00000509,Indian River Memorial Hospital,Vero Beach,FL,1,0,18389757.0,,95,35.0,34.0,8.0,15.0,1,1,0.0,1,310.0,12544.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,-80.39396,27.63885,Nonprofit
HSI00000510,Indiana University Health,Indianapolis,IN,1,1,17774087.0,231.0,2885,934.0,751.0,146.0,368.0,14,13,0.0,1,2394.0,111130.0,745.04,0.0,0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,H7220,14113.0,1,1743,0,0,-86.15012,39.76691,Nonprofit
HSI00000511,Infirmary Health System,Mobile,AL,1,1,17773947.0,2025.0,254,93.0,47.0,3.0,38.0,5,4,1.0,1,851.0,38330.0,4.52,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0,0,0,0,-88.05297,30.68648,Nonprofit
HSI00000513,Inova Health System,Falls Church,VA,1,1,17773948.0,1305.0,1388,445.0,302.0,111.0,170.0,5,5,1.0,1,1631.0,88056.0,175.57,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,H1100; H2829,2405.0,1,575,0,0,-77.17362,38.88549,Nonprofit
HSI00000514,Inspira Health Network,Mullica Hill,NJ,1,1,17846930.0,151.0,288,70.0,57.0,11.0,49.0,3,3,0.0,1,596.0,28430.0,167.0,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H6887,250.0,1,75,0,21,-75.2248,39.73919,Nonprofit
HSI00000515,Interfaith Medical Center,Brooklyn,NY,1,0,18162332.0,,153,57.0,9.0,6.0,5.0,1,1,0.0,1,153.0,7514.0,131.25,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0,0,0,0,-73.99036,40.69245,Nonprofit
HSI00000516,Intermountain Healthcare,Salt Lake City,UT,1,1,17774098.0,1815.0,2189,814.0,503.0,256.0,327.0,23,22,0.0,2,2407.0,125586.0,248.13,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,H1994,41311.0,1,1557,0,0,-111.88822,40.76031,Nonprofit
HSI00000518,Iredell Health System,Statesville,NC,1,0,18401031.0,,63,22.0,14.0,19.0,25.0,1,1,1.0,1,155.0,7896.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,21,0,0,-80.88903,35.78598,Nonprofit
HSI00000523,Jackson Health System,Miami,FL,1,0,17773656.0,,1470,319.0,194.0,17.0,21.0,2,1,2.0,1,1485.0,56824.0,690.55,0.0,0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-80.19773,25.77481,Public/government
HSI00000530,John Muir Health,Walnut Creek,CA,1,1,17837004.0,324.0,1150,492.0,46.0,24.0,77.0,3,2,0.0,1,751.0,31593.0,4.03,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,3,0,0,-122.06189,37.90162,Nonprofit
HSI00000531,Johns Hopkins Health System,Baltimore,MD,1,1,17773320.0,1015.0,2985,776.0,616.0,300.0,248.0,6,6,1.0,3,2363.0,112177.0,1171.05,0.0,1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,H2109,141.0,1,2179,0,0,-76.60926,39.29058,Nonprofit
HSI00000536,Kaiser Permanente,Oakland,CA,1,1,17773641.0,2105.0,24955,11090.0,1646.0,1438.0,723.0,41,38,2.0,3,8982.0,444141.0,904.49,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,H0524; H0630; H1170; H1230; H2150; H2172; H5050; H6050; H9003,1624496.0,0,0,0,0,-122.27307,37.80508,Nonprofit
HSI00000537,Kaleida Health,Buffalo,NY,1,0,17773800.0,,569,149.0,176.0,102.0,86.0,4,4,4.0,2,1239.0,59047.0,400.33,0.0,0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,0,0,14,-78.87846,42.88544,Nonprofit
HSI00000538,Kalispell Regional Healthcare,Kalispell,MT,1,0,18204496.0,,263,82.0,63.0,54.0,46.0,3,3,1.0,1,220.0,11166.0,3.87,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,55,0,35,-114.315,48.20189,Nonprofit
HSI00000539,Katherine Shaw Bethea Hospital,Dixon,IL,1,0,18197553.0,,67,32.0,14.0,5.0,11.0,1,1,0.0,1,66.0,2707.0,3.63,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-89.48462,41.84804,Nonprofit
